Symbol,Company,FV,Sector,No Years,Price,Div Yield,5Y Avg Yield,Current Div,Payouts/ Year,Annualized,Previous Div,Ex-Date,Pay-Date,Low,High,DGR 1Y,DGR 3Y,DGR 5Y,DGR 10Y,TTR 1Y,TTR 3Y,Fair Value,FV %,,Streak Basis,Chowder Number,EPS 1Y,Revenue 1Y,NPM,CF/Share,ROE,Current R,Debt/Capital,ROTC,P/E,P/BV,PEG,New Member,Industry
TAIT,Taitron Components Incorporated,,Information Technology,5,3.63,1.24,4.94,0.045,1,0.05,0.040,11/10/21,11/30/21,3.16,5.45,13.34,15.62,11.20,,-0.04,19.26,Above Fair Value,47,Blended,Ex-date,12,129.47,14.52,45.14,0.06,25.20,11.00,0.00,8.51,6.16,1.43,0.00,,"Electronic Equipment, Instruments and Components"
TCBK,TriCo Bancshares,,Financials,9,44.97,2.22,2.20,0.25,4,1.00,0.220,3/11/21,3/26/21,37.41,47.47,9.90,11.58,10.76,10.76,-13.48,3.21,In the Margin of Safety,-4,Blended,Ex-date,13,26.55,12.86,31.77,4.23,10.18,0.13,0.00,,11.43,1.23,0.99,,Banks
TD,The Toronto-Dominion Bank,,Financials,7,66.61,4.24,3.86,0.707,4,2.83,0.704,4/7/22,4/30/22,62.82,86.02,9.59,7.92,9.11,6.78,26.38,18.38,In the Margin of Safety,-4,Blended,Ex-date,13,3.58,9.26,33.60,-9.09,15.34,0.40,0.00,,8.97,1.38,0.93,,Banks
TDS,"Telephone and Data Systems, Inc.",,Communication Services,48,15.15,4.75,3.01,0.18,4,0.72,0.175,3/14/22,3/31/22,15.04,23.85,2.92,3.01,3.32,4.03,-14.90,-12.22,In the Margin of Safety,-26,Blended,Ex-date excl. specials,8,-52.04,0.84,2.97,11.45,2.95,1.87,0.41,1.48,20.93,0.45,3.14,,Wireless Telecommunication Services
TEL,TE Connectivity Ltd.,,Information Technology,13,112.87,1.98,1.95,0.56,4,2.24,0.500,5/19/22,6/3/22,112.01,166.44,4.17,4.36,6.21,10.76,2.85,19.62,At Fair Value,0,Blended,Ex-date,8,140.47,18.52,16.15,7.34,24.62,1.47,0.28,12.50,17.31,4.09,2.91,,"Electronic Equipment, Instruments and Components"
TFC,Truist Financial Corporation,,Financials,11,45.84,4.19,3.61,0.48,4,1.92,0.450,8/12/21,9/1/21,44.75,68.95,5.01,5.94,9.88,11.44,0.24,10.75,In the Margin of Safety,-19,Blended,Declaration date,14,34.41,9.53,27.62,5.81,9.60,0.12,0.00,,12.55,1.30,1.08,,Banks
TFII,TFI International Inc.,,Industrials,7,73.21,1.48,2.04,0.27,4,1.08,0.230,12/30/21,1/17/22,72.60,120.50,18.81,14.05,12.99,15.96,43.86,55.25,In the Margin of Safety,-44,Blended,Ex-date,14,155.92,106.30,9.02,9.04,36.54,1.19,0.49,12.30,13.25,4.29,0.37,,Road and Rail
TFSL,TFS Financial Corporation,,Financials,8,13.38,8.45,5.85,0.283,4,1.13,0.280,9/3/21,9/21/21,13.34,20.97,0.67,7.02,18.88,,-13.55,6.49,In the Margin of Safety,-20,Blended,Ex-date,27,-27.11,-10.73,23.81,0.29,3.72,0.04,0.00,,72.46,2.57,-12.74,,Thrifts and Mortgage Finance
TGT,Target Corporation,,Consumer Discretionary,55,142.89,3.02,2.51,1.08,4,4.32,0.900,8/16/22,9/10/22,141.29,268.98,25.19,10.00,7.45,11.39,8.72,41.12,At Fair Value,0,Blended,Ex-date,10,-1.17,9.01,5.48,12.71,45.53,0.87,0.62,17.20,18.72,9.85,0.92,,Multiline Retail
THFF,First Financial Corporation,,Financials,34,44.27,2.44,2.55,0.54,2,1.08,0.530,6/16/22,7/1/22,37.70,47.10,0.96,1.30,1.18,1.21,-1.37,3.67,At Fair Value,0,Blended,Pay date excl. specials,4,18.16,10.08,30.93,4.67,10.87,0.14,0.00,,9.18,1.03,0.84,,Banks
THG,"The Hanover Insurance Group, Inc.",,Financials,18,136.34,2.20,2.12,0.75,4,3.00,0.700,12/15/21,12/30/21,121.69,155.55,7.41,8.35,8.60,9.70,17.98,12.56,In the Margin of Safety,-3,Blended,Ex-date excl. specials,11,-8.56,4.47,8.17,24.73,14.72,0.38,0.22,9.60,12.34,1.88,0.38,,Insurance
THO,"Thor Industries, Inc.",,Consumer Discretionary,14,71.39,2.41,1.46,0.43,4,1.72,0.410,10/21/21,11/5/21,66.26,128.87,-37.44,3.37,-0.32,6.93,-40.91,10.34,In the Margin of Safety,-165,Blended,Adjusted ex-date excl. specials,2,98.08,45.58,6.76,17.89,35.10,1.71,0.38,18.61,3.90,1.22,0.16,,Automobiles
TKR,The Timken Company,,Industrials,9,53.97,2.30,2.36,0.31,4,1.24,0.300,5/13/22,6/2/22,53.38,81.90,5.27,2.33,2.91,3.76,-24.00,13.90,In the Margin of Safety,-12,Blended,Ex-date,5,17.67,17.07,8.84,4.69,16.83,2.95,0.45,8.58,12.28,1.99,0.45,,Machinery
TMO,Thermo Fisher Scientific Inc.,,Health Care,5,504.89,0.24,0.25,0.3,4,1.20,0.260,3/15/22,4/14/22,476.72,672.34,17.40,15.56,12.48,23.58,29.68,29.53,In the Margin of Safety,-4,Blended,Ex-date,13,-3.63,14.57,18.49,24.24,19.98,1.56,0.45,9.75,30.66,5.67,1.08,,Life Sciences Tools and Services
TMP,Tompkins Financial Corporation,,Financials,36,68.9,3.31,2.66,0.57,4,2.28,0.540,11/1/21,11/15/21,68.50,86.42,4.72,4.24,4.52,4.57,-2.68,3.85,In the Margin of Safety,-12,Blended,Ex-date excl. specials,8,-7.18,0.64,28.49,7.93,12.73,0.03,0.00,,13.14,1.73,1.62,,Banks
TNC,Tennant Company,,Industrials,50,55.36,1.81,1.31,0.25,4,1.00,0.230,11/29/21,12/15/21,54.91,85.33,6.67,3.74,3.21,3.51,-0.16,9.66,In the Margin of Safety,-56,Blended,Ex-date,5,-9.22,7.26,4.56,2.22,11.53,1.97,0.42,6.07,29.46,3.36,7.04,,Machinery
TOWN,TowneBank,,Financials,11,27.46,3.35,2.72,0.23,4,0.92,0.200,6/29/22,7/12/22,27.01,34.79,11.12,7.73,9.00,9.93,1.06,9.81,In the Margin of Safety,-9,Blended,Ex-date excl. specials,12,1.82,3.74,28.34,8.37,10.75,0.24,0.00,,11.31,1.16,0.66,,Banks
TPB,"Turning Point Brands, Inc.",,Consumer Staples,5,26.94,0.89,0.55,0.06,4,0.24,0.055,3/17/22,4/8/22,25.56,54.49,9.76,9.80,,,-34.43,-9.06,In the Margin of Safety,-52,Blended,Ex-date,,16.02,3.95,11.69,3.05,39.33,4.50,0.77,9.73,12.41,4.77,0.84,,Tobacco
TR,"Tootsie Roll Industries, Inc.",,Consumer Staples,56,32.17,1.12,1.04,0.09,4,0.36,0.087,6/17/22,7/7/22,29.01,38.09,3.00,3.00,3.00,4.14,9.85,1.94,At Fair Value,0,Blended,Ex-date excl. specials,4,16.95,29.26,10.95,1.26,8.72,3.44,0.03,6.76,36.36,3.14,35.34,,Food Products
TRI,Thomson Reuters Corporation,,Industrials,29,96.47,1.85,2.22,0.445,4,1.78,0.405,2/23/22,3/15/22,91.55,123.60,7.45,5.85,4.00,2.88,26.28,24.85,At Fair Value,0,Blended,Ex-date excl. specials,6,-71.81,6.59,25.77,3.40,11.36,1.01,0.22,4.82,32.02,3.63,1.64,,Professional Services
TRN,"Trinity Industries, Inc.",,Industrials,12,22.39,4.11,2.71,0.23,4,0.92,0.210,1/13/22,1/31/22,22.22,35.35,10.26,18.26,14.35,17.26,24.26,20.50,In the Margin of Safety,-56,Blended,Ex-date,18,0.00,13.16,10.74,5.95,3.33,2.02,0.81,1.48,65.33,2.78,-2.87,,Machinery
TRNO,Terreno Realty Corporation,,Real Estate,12,55.58,2.45,2.11,0.34,4,1.36,0.290,9/30/21,10/15/21,54.55,86.00,14.92,11.70,10.93,12.60,30.63,23.22,In the Margin of Safety,-1,Blended,Declaration date,13,2.95,22.25,38.54,1.86,4.92,2.11,0.27,2.38,59.19,2.69,1.40,,Equity Real Estate Investment Trusts (REITs)
TROW,"T. Rowe Price Group, Inc.",,Financials,36,106.09,4.52,2.71,1.2,4,4.80,1.080,3/14/22,3/30/22,104.72,224.56,17.47,15.80,15.19,13.34,-8.28,18.43,In the Margin of Safety,-40,Blended,Ex-date excl. specials,20,4.83,17.31,37.65,15.71,29.77,1.70,0.04,23.48,12.13,3.80,0.64,,Capital Markets
TRP,TC Energy Corporation,,Energy,7,51.35,5.62,5.05,0.721,4,2.88,0.683,3/30/22,4/29/22,44.77,59.38,10.69,9.71,9.78,5.18,30.33,13.82,In the Margin of Safety,-3,Blended,Ex-date,15,38.09,4.20,24.90,7.08,10.46,0.61,0.63,4.57,17.12,1.90,0.45,,"Oil, Gas and Consumable Fuels"
TRTN,Triton International Limited,,Industrials,6,52.97,4.91,5.62,0.65,4,2.60,0.570,12/8/21,12/23/21,46.75,72.34,11.93,5.47,12.57,,33.19,38.59,In the Margin of Safety,-29,Blended,Ex-date,17,56.89,24.02,33.44,22.70,19.74,17.88,0.74,5.73,8.67,1.84,0.08,,Trading Companies and Distributors
TRV,"The Travelers Companies, Inc.",,Financials,20,161.38,2.31,2.37,0.93,4,3.72,0.880,6/9/22,6/30/22,144.44,187.98,3.54,4.56,5.61,7.94,24.21,12.72,At Fair Value,0,Blended,Declaration date,8,43.47,9.04,11.18,29.92,14.68,0.35,0.23,9.42,11.46,1.72,1.25,,Insurance
TSBK,"Timberland Bancorp, Inc.",,Financials,10,24.16,3.64,2.62,0.22,4,0.88,0.210,2/10/22,2/25/22,24.10,29.99,4.94,16.33,18.10,,0.38,2.49,In the Margin of Safety,-43,Blended,Ex-date excl. specials,22,-12.40,-2.95,36.09,3.46,11.62,0.32,0.00,,9.46,1.06,0.84,,Thrifts and Mortgage Finance
TSCO,Tractor Supply Company,,Consumer Discretionary,13,190.64,1.93,1.34,0.92,4,3.68,0.520,2/17/22,3/8/22,166.49,241.54,48.51,26.00,20.91,26.31,33.39,35.36,In the Margin of Safety,-14,Blended,Ex-date,23,20.92,13.18,7.74,8.97,55.08,1.45,0.69,15.33,26.37,14.54,1.20,,Specialty Retail
TSN,"Tyson Foods, Inc.",,Consumer Staples,11,82.55,2.23,2.10,0.46,4,1.84,0.445,11/30/21,12/15/21,69.88,100.72,4.63,10.27,19.27,27.46,23.32,11.41,In the Margin of Safety,-14,Blended,Ex-date excl. specials,22,91.49,18.73,7.90,10.27,23.11,1.94,0.31,13.90,8.13,1.74,0.45,,Food Products
TTC,The Toro Company,,Industrials,19,75.1,1.60,1.23,0.3,4,1.20,0.263,12/27/21,1/11/22,74.29,115.68,42.63,1.18,10.85,17.88,-16.23,8.71,In the Margin of Safety,-27,Blended,Ex-date,12,-12.24,11.23,8.67,2.65,29.12,1.50,0.49,13.30,23.76,6.85,3.01,,Machinery
TTEC,"TTEC Holdings, Inc.",,Information Technology,8,61.46,1.63,1.58,0.5,2,1.00,0.470,3/30/22,4/20/22,58.99,113.37,250.00,34.15,27.23,,-16.59,34.46,In the Margin of Safety,-35,Blended,Ex-date excl. specials,29,-16.43,12.96,5.34,4.16,24.69,1.60,0.61,10.15,31.26,7.26,1.29,,IT Services
TTEK,"Tetra Tech, Inc.",,Industrials,8,119.47,0.77,0.70,0.23,4,0.92,0.200,5/12/22,5/27/22,116.01,192.91,17.65,18.57,17.32,,22.22,41.35,In the Margin of Safety,-1,Blended,Ex-date,18,79.59,11.31,9.41,6.01,21.44,1.27,0.28,11.50,35.21,7.22,0.53,,Commercial Services and Supplies
TXN,Texas Instruments Incorporated,,Information Technology,19,151.37,3.04,2.51,1.15,4,4.60,1.020,10/29/21,11/15/21,150.20,202.26,13.03,16.01,19.79,21.89,-0.59,23.26,In the Margin of Safety,-15,Blended,Ex-date,23,32.52,22.96,43.34,9.81,67.96,5.55,0.36,31.83,20.71,12.07,1.14,,Semiconductors and Semiconductor Equipment
UBCP,"United Bancorp, Inc.",,Financials,9,15.45,4.01,4.17,0.155,4,0.62,0.153,6/9/22,6/17/22,12.73,20.83,4.39,4.43,6.72,0.61,33.14,24.55,At Fair Value,0,Blended,Ex-date excl. specials,11,11.16,10.55,31.38,2.16,14.24,0.12,0.00,,11.39,1.64,0.67,,Banks
UBSI,"United Bankshares, Inc.",,Financials,48,33.74,4.27,4.26,0.36,4,1.44,0.350,12/1/21,1/3/22,31.74,39.80,1.43,1.45,1.48,1.53,-5.91,3.12,In the Margin of Safety,-4,Blended,Ex-date,6,-6.89,-6.47,34.19,6.20,7.68,0.14,0.00,,13.40,1.03,2.36,,Banks
UCBI,"United Community Banks, Inc.",,Financials,8,27.96,3.00,2.42,0.21,4,0.84,0.200,3/14/22,4/5/22,27.62,39.32,9.60,8.87,20.12,,4.49,14.88,In the Margin of Safety,-23,Blended,Ex-date,23,8.75,14.10,33.22,5.67,10.34,0.10,0.00,,13.69,1.42,1.11,,Banks
UDR,"UDR, Inc.",,Real Estate,13,42.77,3.55,3.18,0.38,4,1.52,0.363,4/8/22,5/2/22,42.00,61.06,0.70,3.98,4.21,6.13,34.54,11.60,In the Margin of Safety,-2,Blended,Ex-date,8,160.52,9.69,11.80,2.30,3.98,0.11,0.55,1.08,112.17,5.46,-7.55,,Equity Real Estate Investment Trusts (REITs)
UFPI,"Universal Forest Products, Inc.",,Industrials,10,65.54,1.53,1.03,0.25,4,1.00,0.200,5/31/22,6/15/22,65.02,94.80,33.34,24.82,19.28,18.04,2.63,38.61,In the Margin of Safety,-166,Blended,Ex-date,21,97.99,56.40,6.69,7.69,33.71,2.74,0.21,21.33,8.05,2.31,0.19,,Building Products
UGI,UGI Corporation,,Utilities,35,38.24,3.77,3.20,0.36,4,1.44,0.345,6/14/22,7/1/22,33.05,48.55,4.55,9.89,7.76,7.13,-8.76,-10.27,In the Margin of Safety,-16,Blended,Ex-date,12,69.88,32.73,16.66,5.90,27.42,1.67,0.53,12.98,5.03,1.26,0.24,,Gas Utilities
UHT,Universal Health Realty Income Trust,,Real Estate,37,49.32,5.76,3.92,0.71,4,2.84,0.705,6/16/22,6/30/22,47.27,63.60,1.45,1.47,1.49,1.47,-9.77,-4.70,In the Margin of Safety,-37,Blended,Ex-date,7,431.64,7.39,124.93,3.51,55.10,10.12,0.60,3.63,7.37,3.40,0.39,,Equity Real Estate Investment Trusts (REITs)
UMBF,UMB Financial Corporation,,Financials,30,82.1,1.80,1.77,0.37,4,1.48,0.320,9/9/21,10/1/21,81.57,112.24,13.50,6.62,7.42,5.99,6.81,17.02,In the Margin of Safety,-12,Blended,Ex-date excl. specials,9,-4.96,0.45,28.34,12.71,12.84,0.23,0.00,,12.83,1.72,0.71,,Banks
UNB,"Union Bankshares, Inc.",,Financials,10,26.8389,5.22,3.84,0.35,4,1.40,0.330,1/26/22,2/3/22,26.64,37.99,3.88,3.47,3.47,2.97,8.01,-7.71,In the Margin of Safety,-28,Blended,Ex-date,9,-5.49,4.70,26.22,10.87,17.13,0.07,0.00,,10.93,2.02,1.39,,Banks
UNF,UniFirst Corporation,,Industrials,5,155.7,0.77,0.39,0.3,4,1.20,0.250,12/6/21,1/4/22,154.72,242.80,10.01,34.71,48.96,22.05,-17.18,6.79,In the Margin of Safety,-22,Blended,Ex-date,50,1.23,7.44,6.77,6.85,6.97,4.32,0.03,5.49,26.49,1.80,7.57,,Commercial Services and Supplies
UNH,UnitedHealth Group Incorporated,,Health Care,13,456.09,1.45,1.42,1.65,4,6.60,1.450,6/16/22,6/28/22,383.12,553.29,16.00,17.24,18.34,24.47,38.94,29.26,At Fair Value,0,Blended,Ex-date,20,4.02,13.18,5.87,23.00,24.16,0.74,0.38,12.50,27.53,6.59,1.50,,Healthcare Providers and Services
UNM,Unum Group,,Financials,14,32.59,3.68,4.04,0.3,4,1.20,0.285,7/29/21,8/20/21,22.25,37.49,3.95,5.48,8.59,11.27,18.26,2.42,In the Margin of Safety,-2,Blended,Ex-date,12,17.80,-10.77,7.76,9.36,8.73,19.61,0.25,6.51,6.95,0.60,3.26,,Insurance
UNP,Union Pacific Corporation,,Industrials,16,208.19,2.50,2.00,1.3,4,5.20,1.180,5/27/22,6/30/22,195.68,278.94,15.98,11.92,14.27,15.40,26.37,20.25,In the Margin of Safety,-9,Blended,Ex-date,17,36.31,17.40,30.06,14.44,48.40,0.71,0.74,13.54,25.87,14.43,1.73,,Road and Rail
UNTY,"Unity Bancorp, Inc.",,Financials,9,26.8,1.64,1.63,0.11,4,0.44,0.100,6/9/22,6/24/22,21.32,31.37,18.75,10.72,15.89,,29.16,16.02,In the Margin of Safety,-3,Blended,Ex-date excl. specials,18,39.74,19.46,40.82,1.87,18.55,0.13,0.00,,7.93,1.37,0.35,,Banks
UPS,"United Parcel Service, Inc.",,Industrials,13,172.19,3.53,3.06,1.52,4,6.08,1.020,2/18/22,3/10/22,165.34,233.72,13.09,7.47,7.64,7.96,29.00,27.95,In the Margin of Safety,-11,Blended,Ex-date,11,147.44,31.74,10.90,17.11,95.26,1.53,0.63,22.32,17.43,12.16,1.01,,Air Freight and Logistics
USB,U.S. Bancorp,,Financials,12,45.41,4.05,3.29,0.46,4,1.84,0.420,9/29/21,10/15/21,44.80,63.57,7.15,8.49,10.46,12.19,-0.84,6.99,In the Margin of Safety,-23,Blended,Ex-date,15,22.47,10.63,31.52,11.73,13.97,0.11,0.00,,11.45,1.78,1.63,,Banks
UTL,Unitil Corporation,,Utilities,8,52.69,2.96,3.01,0.39,4,1.56,0.380,2/10/22,2/25/22,40.53,58.87,1.67,1.46,1.44,1.04,12.67,0.36,At Fair Value,0,Blended,Ex-date,4,3.31,23.45,7.35,5.72,8.92,1.04,0.56,4.96,20.14,1.72,5.10,,Multi-Utilities
UTMD,"Utah Medical Products, Inc.",,Health Care,11,84.6,1.37,1.16,0.29,4,1.16,0.285,3/17/22,4/5/22,81.00,133.87,-23.90,-7.60,-3.92,-1.00,6.74,2.40,At Fair Value,0,Blended,Ex-date,-3,42.92,19.35,30.35,5.68,14.30,13.04,0.01,11.37,21.44,3.01,4.54,,Healthcare Equipment and Supplies
UVV,Universal Corporation,,Consumer Staples,51,55.84,5.66,5.36,0.79,4,3.16,0.780,7/8/22,8/1/22,46.24,64.13,1.31,3.57,7.87,4.89,4.21,6.34,At Fair Value,0,Blended,Ex-date,14,-1.39,6.07,4.12,1.82,7.59,3.37,0.35,5.21,16.61,1.07,0.53,,Tobacco
V,Visa Inc.,,Information Technology,14,189.05,0.79,0.63,0.375,4,1.50,0.320,11/10/21,12/7/21,186.67,252.67,12.10,14.75,17.91,22.35,5.40,13.10,In the Margin of Safety,-28,Blended,Ex-date,19,31.49,26.15,51.11,7.64,37.37,1.29,0.37,19.68,34.78,14.01,1.34,,IT Services
VALU,"Value Line, Inc.",,Financials,8,54.5,1.83,2.76,0.25,4,1.00,0.220,4/29/22,5/11/22,29.21,91.73,4.77,5.01,5.30,1.62,143.52,43.42,Above Fair Value,10,Blended,Ex-date excl. specials,7,35.71,-0.86,64.98,2.69,36.47,2.44,0.10,6.74,21.63,7.08,1.07,,Capital Markets
VICI,VICI Properties Inc.,,Real Estate,5,28.76,5.01,4.53,0.36,4,1.44,0.330,9/23/21,10/7/21,26.23,33.95,9.52,7.82,,,5.75,15.08,In the Margin of Safety,0,Blended,Ex-date,,98.46,65.84,63.44,1.73,7.93,51.75,0.28,4.59,17.39,1.39,,,Equity Real Estate Investment Trusts (REITs)
VMC,Vulcan Materials Company,,Materials,9,144.93,1.10,0.95,0.4,4,1.60,0.370,2/28/22,3/14/22,144.09,213.65,8.64,9.51,12.18,11.25,9.74,16.87,In the Margin of Safety,-32,Blended,Ex-date,13,-12.30,23.57,10.00,7.67,9.52,1.87,0.42,5.76,40.28,3.72,5.44,,Construction Materials
VRTS,"Virtus Investment Partners, Inc.",,Financials,5,168.44,3.56,1.99,1.5,4,6.00,0.820,10/28/21,11/12/21,161.31,338.80,55.71,32.39,20.86,,3.65,37.70,In the Margin of Safety,-197,Blended,Ex-date,24,198.19,75.85,20.17,56.71,27.54,3.12,0.28,18.00,8.98,2.20,0.18,,Capital Markets
VSEC,VSE Corporation,,Industrials,9,34.13,1.17,1.08,0.1,4,0.40,0.090,1/25/22,2/9/22,33.83,65.42,2.78,6.08,9.51,10.61,17.55,14.62,In the Margin of Safety,-16,Blended,Declaration date,11,0.00,25.87,1.12,0.05,2.18,3.03,0.44,2.08,64.42,1.39,-2.88,,Commercial Services and Supplies
VSH,"Vishay Intertechnology, Inc.",,Information Technology,7,17.62,2.27,1.90,0.1,4,0.40,0.095,12/6/21,12/17/21,17.43,22.93,2.64,4.68,9.31,,-17.07,4.15,In the Margin of Safety,-55,Blended,Ex-date,12,97.31,25.48,9.92,2.99,19.58,3.07,0.25,13.95,8.43,1.53,0.20,,"Electronic Equipment, Instruments and Components"
VVV,Valvoline Inc.,,Materials,5,28.47,1.76,1.97,0.125,4,0.50,0.113,11/27/20,12/15/20,26.70,37.97,5.05,11.47,38.54,,22.92,21.71,In the Margin of Safety,-7,Blended,Ex-date,40,32.45,33.67,12.85,1.73,601.39,1.74,0.91,18.40,13.12,28.25,1.72,,Chemicals
VZ,Verizon Communications Inc.,,Communication Services,18,48.84,5.24,4.55,0.64,4,2.56,0.628,10/7/21,11/1/21,45.55,56.85,2.02,2.06,2.10,2.53,-8.32,-0.62,In the Margin of Safety,-18,Blended,Ex-date,7,12.68,3.67,15.94,8.81,27.82,0.77,0.69,6.92,9.91,2.56,0.88,,Diversified Telecommunication Services
WABC,Westamerica Bancorporation,,Financials,30,56.62,2.97,2.70,0.42,4,1.68,0.410,11/5/21,11/19/21,53.24,63.43,1.22,1.24,1.26,1.30,-0.86,2.06,In the Margin of Safety,-11,Blended,Ex-date,4,6.49,3.41,40.88,3.29,11.76,0.17,0.00,,18.27,2.32,2.46,,Banks
WAFD,"Washington Federal, Inc.",,Financials,12,29.95,3.21,2.66,0.24,4,0.96,0.230,2/3/22,2/18/22,29.02,38.06,4.50,8.41,10.29,13.60,9.51,7.45,In the Margin of Safety,-25,Blended,Fiscal year ex-date excl. specials,14,38.07,14.52,33.31,2.87,8.82,0.14,0.00,,11.97,1.14,1.57,,Thrifts and Mortgage Finance
WASH,"Washington Trust Bancorp, Inc.",,Financials,12,48.04,4.50,4.07,0.54,4,2.16,0.520,12/31/21,1/7/22,45.60,60.96,2.92,5.61,7.46,9.07,5.80,7.73,In the Margin of Safety,-6,Blended,Ex-date,12,-7.43,-1.86,32.48,8.24,13.93,0.06,0.00,,12.52,1.78,1.44,,Banks
WBA,"Walgreens Boots Alliance, Inc.",,Consumer Staples,47,39.67,4.81,3.35,0.478,4,1.91,0.468,8/19/21,9/10/21,39.14,55.00,2.16,3.38,5.06,8.38,-15.27,-7.37,In the Margin of Safety,-37,Blended,Ex-date,10,0.00,8.81,4.63,6.00,21.49,0.75,0.55,3.98,6.73,1.50,0.58,,Food and Staples Retailing
WCN,"Waste Connections, Inc.",,Industrials,12,115,0.80,0.74,0.23,4,0.92,0.205,11/8/21,11/23/21,114.59,145.62,11.54,13.19,14.96,14.74,30.27,17.27,In the Margin of Safety,-13,Blended,Ex-date,16,190.45,16.62,9.97,6.69,9.33,1.13,0.48,5.72,56.98,5.32,2.47,,Commercial Services and Supplies
WD,"Walker & Dunlop, Inc.",,Financials,5,89.09,2.69,1.76,0.6,4,2.40,0.500,2/18/22,3/10/22,88.61,156.77,32.92,26.00,,,28.24,39.42,In the Margin of Safety,-17,Blended,Ex-date,,5.67,27.20,20.62,16.76,19.30,1.61,0.51,,15.08,2.63,1.23,,Thrifts and Mortgage Finance
WDFC,WD-40 Company,,Consumer Staples,13,179.85,1.73,1.32,0.78,4,3.12,0.720,1/13/22,1/31/22,170.01,279.98,9.71,9.66,10.94,10.34,-39.44,3.99,In the Margin of Safety,-20,Blended,Pay date,13,-10.37,15.69,13.07,3.37,34.93,2.82,0.39,17.42,43.31,14.56,6.65,,Household Products
WEC,"WEC Energy Group, Inc.",,Utilities,19,91.21,3.19,2.90,0.728,4,2.91,0.678,2/11/22,3/1/22,86.84,108.39,7.19,7.09,6.61,9.84,9.85,11.18,At Fair Value,0,Blended,Ex-date,10,7.85,9.06,15.90,8.61,12.10,0.79,0.57,4.55,23.22,2.81,3.14,,Multi-Utilities
WEYS,"Weyco Group, Inc.",,Consumer Discretionary,8,29.06,3.30,3.74,0.24,4,0.96,0.230,5/30/19,6/28/19,21.06,31.17,0.00,1.43,2.71,4.14,19.10,-3.02,At Fair Value,0,Blended,Pay date,6,0.00,69.07,7.71,-0.79,11.98,7.77,0.05,7.75,10.24,1.17,1.07,,Distributors
WGO,"Winnebago Industries, Inc.",,Consumer Discretionary,5,44.6,1.61,1.14,0.18,4,0.72,0.120,9/14/21,9/29/21,43.05,80.30,30.44,13.54,8.45,,-28.98,21.32,In the Margin of Safety,-248,Blended,Declaration date,10,122.76,55.68,8.02,6.50,32.19,2.18,0.33,19.14,6.07,1.71,0.16,,Automobiles
WHR,Whirlpool Corporation,,Consumer Discretionary,12,147.45,4.75,3.53,1.75,4,7.00,1.400,2/24/22,3/15/22,145.93,245.44,21.43,8.96,8.27,11.52,-19.44,12.58,In the Margin of Safety,-47,Blended,Ex-date,13,26.51,5.17,7.72,27.35,34.04,1.09,0.56,12.22,6.33,2.16,0.35,,Household Durables
WINA,Winmark Corporation,,Consumer Discretionary,7,188.72,1.48,0.54,0.7,4,2.80,0.450,5/10/22,6/1/22,183.94,277.99,125.00,44.23,35.10,31.11,22.49,7.59,In the Margin of Safety,-107,Blended,Ex-date,37,30.27,20.40,50.83,13.23,7295.96,0.47,-151.88,448.00,20.34,-11.98,1.39,,Specialty Retail
WING,Wingstop Inc.,,Consumer Discretionary,5,71.87,0.95,0.49,0.17,4,0.68,0.140,8/12/21,9/3/21,67.67,187.35,22.65,24.12,,,-4.02,18.94,In the Margin of Safety,-122,Blended,Ex-date excl. specials,,71.73,39.10,13.26,1.87,,1.90,2.39,18.81,84.96,-7.67,3.42,,"Hotels, Restaurants and Leisure"
WLK,Westlake Chemical Corporation,,Materials,18,100.91,1.18,1.41,0.298,4,1.19,0.270,8/23/21,9/8/21,78.06,141.19,8.40,6.59,9.07,23.36,40.66,23.95,In the Margin of Safety,-163,Blended,Ex-date excl. specials,10,490.84,69.98,18.77,22.10,32.11,2.12,0.39,17.18,6.28,1.83,0.15,,Chemicals
WLY,"John Wiley & Sons, Inc.",,Communication Services,23,46.15,2.99,2.74,0.345,4,1.38,0.343,7/2/21,7/21/21,45.97,60.79,34.07,1.69,-2.21,5.59,0.28,9.50,In the Margin of Safety,-15,Blended,Ex-date,1,0.35,7.29,7.13,6.09,13.28,0.57,0.46,6.55,19.14,2.49,3.16,,Media
WLYB,"John Wiley & Sons, Inc.",,Communication Services,23,47.88,2.88,2.73,0.345,4,1.38,0.343,7/2/21,7/21/21,47.88,64.00,34.07,1.69,-2.21,5.59,1.11,8.45,In the Margin of Safety,-14,Blended,Ex-date,1,0.00,6.01,7.64,6.44,14.65,0.54,0.48,7.36,21.63,2.94,-8.59,,Media
WM,"Waste Management, Inc.",,Industrials,19,142.34,1.83,1.88,0.65,4,2.60,0.575,3/16/22,3/31/22,136.97,170.18,7.47,7.59,7.50,5.62,24.77,17.17,At Fair Value,0,Blended,Ex-date,9,23.82,18.46,10.33,10.70,26.21,0.81,0.66,9.25,34.78,9.22,3.31,,Commercial Services and Supplies
WMB,"The Williams Companies, Inc.",,Energy,5,30.45,5.58,6.51,0.425,4,1.70,0.410,3/10/22,3/28/22,23.53,37.97,2.80,5.74,4.32,6.18,49.73,12.87,In the Margin of Safety,-7,Blended,Ex-date,10,27.36,28.21,13.57,3.39,10.69,0.74,0.62,4.32,27.68,3.61,0.22,,"Oil, Gas and Consumable Fuels"
